t_s,files_done,bytes_done,peak_rss_mb
2.0,39,7748932613,974.8
4.0,39,7748932613,974.8
6.0,39,7748932613,974.8
8.0,39,7748932613,974.8
10.0,178,16064763484,974.8
12.0,429,18152229004,974.8
14.0,657,20209185174,974.8
16.0,991,22126628780,974.8
18.0,1370,24281246676,974.8
20.0,1717,26125343811,974.8
22.0,2042,28084845956,974.8
24.0,2353,30003444156,974.8
26.0,2666,31642797476,974.8
28.0,2958,34008185303,974.8
30.0,3352,35934839094,974.8
32.0,3724,37856012607,974.8
34.0,4094,39943329004,974.8
36.0,4308,41140011872,974.8
38.0,4651,43780126992,974.8
40.0,5012,46056839652,974.8
42.0,5278,48888597789,974.8
44.0,5543,50953972922,974.8
46.0,5856,53101211051,974.8
48.0,6036,55188453509,974.8
50.0,6366,57277088079,974.8
52.0,6682,59398051620,974.8
54.0,6998,61462198157,974.8
56.0,7262,63295297593,974.8
58.0,7614,65111112624,974.8
60.0,7896,67309929118,974.8
62.0,8233,69476380528,974.8
64.0,8506,71537048037,974.8
66.0,8810,73619585001,974.8
68.0,9078,75662124426,974.8
70.0,9259,76704679708,974.8
72.0,9602,79365730763,974.8
74.0,9972,81234801052,974.8
76.0,10304,83063644905,974.8
78.0,10669,84873279548,974.8
80.0,10951,86011960388,974.8
82.0,11297,89057801226,974.8
84.0,11604,91807702225,974.8
86.0,11902,93918475320,974.8
88.0,12207,95757412960,974.8
90.0,12620,98418238872,974.8
92.0,12756,100458049071,974.8
94.0,13074,102508816359,974.8
96.0,13468,104495305492,974.8
98.0,13805,106484688441,974.8
100.0,14148,108265010863,974.8
102.0,14393,110055814909,974.8
104.0,14830,111955575769,974.8
106.0,15275,113827696666,974.8
108.0,15756,115733941259,974.8
110.0,16028,116699176588,974.8
112.0,16449,119401595843,974.8
114.0,16862,121553763562,974.8
116.0,17223,123742165660,974.8
118.0,17651,126045443378,974.8
120.0,17799,126859340024,974.8
122.0,18165,130467051555,974.8
124.0,18452,132831545524,974.8
126.0,18779,134958879540,974.8
128.0,19092,136315491708,974.8
130.0,19526,138921230200,974.8
132.0,19641,140883054400,974.8
134.0,20056,143108712590,974.8
136.0,20404,145041753044,974.8
138.0,20769,147356399769,974.8
140.0,21072,149323245148,974.8
142.0,21318,151217656635,974.8
144.0,21706,152981325310,974.8
146.0,22096,154833518467,974.8
148.0,22481,156740044508,974.8
150.0,22938,158363756656,974.8
152.0,23230,160442620182,974.8
154.0,23613,162475294818,974.8
156.0,23968,164711774945,974.8
158.0,24294,166844732670,974.8
160.0,24637,168742556972,974.8
162.0,24854,171012798697,974.8
164.0,25255,173150471133,974.8
166.0,25529,175362524586,974.8
168.0,25839,177844259311,974.8
170.0,26061,179540760487,974.8
172.0,26400,181310174640,974.8
