t_s,files_done,bytes_done,peak_rss_mb
2.0,207,584833273,464.4
4.0,221,863872473,464.4
6.0,229,1575661961,874.4
8.0,231,2306219237,1053.1
10.0,231,2306219237,1082.7
12.0,232,3440332581,1082.7
14.0,233,4672042933,1135.8
16.0,238,12240631253,1135.8
18.0,238,12240631253,1135.8
20.0,238,12240631253,1135.8
22.0,238,12240631253,1135.8
24.0,238,12240631253,1135.8
26.0,238,12240631253,1135.8
28.0,238,12240631253,1135.8
30.0,238,12240631253,1135.8
32.0,238,12240631253,1135.8
34.0,238,12240631253,1135.8
36.0,238,12240631253,1135.8
38.0,238,12240631253,1135.8
40.0,238,12240631253,1135.8
42.0,238,12240631253,1135.8
44.0,238,12240631253,1135.8
46.0,238,12240631253,1135.8
48.0,238,12240631253,1135.8
50.0,238,12240631253,1135.8
52.0,238,12240631253,1135.8
54.0,238,12240631253,1135.8
56.0,238,12240631253,1135.8
