t_s,files_done,bytes_done,peak_rss_mb
2.0,444,9133312393,1091.6
4.0,923,14339481995,1091.6
6.0,1424,17107756405,1120.6
8.0,1848,19366859602,1219.9
10.0,2330,29465203388,1254.6
12.0,2836,32384664416,1254.6
14.0,3311,35752714505,1254.6
16.0,3738,37960948231,1338.2
18.0,4252,40875521254,1338.2
20.0,4816,44477657431,1375.7
22.0,5241,48326360282,1427.7
24.0,5711,52206541463,1427.7
26.0,6156,54835323133,1435.3
28.0,6614,58914025589,1435.3
30.0,7140,62151597424,1435.3
32.0,7614,65079796059,1435.3
34.0,8077,68504345568,1435.3
36.0,8537,71280723689,1555.6
38.0,8989,75011748089,1633.6
40.0,9430,77385623040,1708.9
42.0,9947,81085794238,1708.9
44.0,10393,83399268095,1757.9
46.0,10983,86076094244,1806.5
48.0,11441,89939826332,1806.5
50.0,11979,94358533100,1894.4
52.0,12467,97581645054,1894.4
54.0,13059,102127861121,1894.4
56.0,13529,104768531981,1895.9
58.0,14039,107305853350,1917.1
60.0,14595,109988454134,1917.1
62.0,15097,112994739203,1940.8
64.0,15719,115346632227,1940.8
66.0,16289,117676246592,1940.8
68.0,16766,120999599658,2060.8
70.0,17303,123917246859,2060.8
72.0,17887,127215228784,2060.8
74.0,18461,132738874079,2060.8
76.0,19029,135946730599,2079.3
78.0,19580,139109340091,2149.6
80.0,20152,143539943806,2149.6
82.0,20646,146424046906,2149.6
84.0,21093,149351616210,2149.6
86.0,21609,152418244795,2179.5
88.0,22160,154821674182,2179.5
90.0,22642,157310544852,2188.1
92.0,23241,159493745050,2188.1
94.0,23777,163339332264,2282.2
96.0,24200,166111004294,2282.2
98.0,24757,169234560495,2282.2
100.0,25339,173480149131,2282.2
102.0,25733,176854519754,2336.9
104.0,26126,179452902061,2346.7
106.0,26463,181549908489,2346.7
