t_s,files_done,bytes_done,peak_rss_mb
2.0,453,6278914235,554.8
4.0,903,14137214274,606.6
6.0,1383,16933569777,621.1
8.0,1820,19249650391,632.9
10.0,2267,21744450206,663.5
12.0,2728,31899151017,671.3
14.0,3235,35387717509,695.0
16.0,3732,37850147020,716.1
18.0,4191,40470711261,730.0
20.0,4712,42799037673,733.1
22.0,5152,47405931391,778.3
24.0,5580,50815753001,786.1
26.0,6044,54136245114,791.2
28.0,6476,57740132061,791.2
30.0,7011,60901696294,791.2
32.0,7466,64307683533,802.4
34.0,7922,67463182996,806.6
36.0,8385,70370622128,810.2
38.0,8823,73594996824,820.3
40.0,9270,76700739553,820.3
42.0,9765,79971874872,833.1
44.0,10271,82767191240,837.5
46.0,10792,85290593037,843.6
48.0,11284,87700175721,843.6
50.0,11777,92717380507,860.4
52.0,12313,96184168013,860.4
54.0,12854,99561178518,860.4
56.0,13330,103786240990,860.4
58.0,13828,106428415099,862.1
60.0,14324,108968721330,862.1
62.0,14865,111992471300,868.2
64.0,15423,114255611251,868.2
66.0,15985,116518886217,868.2
68.0,16511,119687900796,875.2
70.0,16998,122366274024,878.6
72.0,17549,125367232831,901.4
74.0,18079,128428587386,901.4
76.0,18678,133868056017,901.4
78.0,19252,136803747941,901.4
80.0,19766,139980664846,907.0
82.0,20300,144415975516,931.4
84.0,20781,147364390350,936.0
86.0,21265,150185738243,936.0
88.0,21802,153290042081,936.0
90.0,22298,155624137751,938.2
92.0,22893,158163410677,938.2
94.0,23441,161387811631,938.2
96.0,23867,163863710626,952.3
98.0,24348,167095892626,952.3
100.0,24866,169870359034,952.3
102.0,25409,173955726930,966.1
104.0,25829,177563387903,980.2
106.0,26184,180186370460,991.7
108.0,26463,181549908489,991.7
