t_s,files_done,bytes_done,peak_rss_mb
2.0,257,1539173,51.3
4.0,513,3072357,58.1
6.0,768,4599552,62.9
8.0,1024,6132736,67.1
10.0,1280,7665920,69.9
12.0,1536,9199104,72.0
14.0,1792,10732288,74.4
16.0,2049,12271461,75.7
18.0,2305,13804645,77.0
20.0,2561,15337829,77.8
22.0,2817,16871013,79.4
24.0,3073,18404197,79.9
26.0,3329,19937381,80.2
28.0,3585,21470565,81.0
30.0,3841,23003749,81.5
32.0,4097,24536933,81.6
34.0,4384,26255776,82.6
36.0,4700,28148300,82.6
38.0,4976,29801264,83.1
40.0,5243,31400327,83.2
42.0,5517,33041313,84.5
44.0,5804,34760156,84.5
46.0,6066,36329274,85.2
48.0,6298,37718722,85.4
50.0,6534,39132126,85.6
52.0,6773,40563497,86.1
54.0,7019,42036791,87.4
56.0,7250,43420250,87.9
58.0,7482,44809698,87.9
60.0,7734,46318926,87.9
62.0,7951,47618539,87.9
64.0,8190,49049910,87.9
66.0,8444,50571116,87.9
68.0,8700,52104300,88.2
70.0,8993,53859077,89.8
72.0,9292,55649788,90.9
74.0,9579,57368631,92.1
76.0,9883,59189287,92.1
